상품ID,카테고리명,상품명,가격,Image URL
862982,책상 수납장,샘 책장 5단 120cm 모던형 시공 (컬러 택1),295900,https://image.hanssem.com/hsimg/gds/1050/862/862982_A1.jpg?v=20240930095807
71671,책상 수납장,샘 인서트 십자선반 DIY  (컬러 택1),25000,https://image.hanssem.com/hsimg/gds/1050/71/71671_A1.jpg?v=20250327100450
857493,책상 수납장,샘 책장 5단 120cm 매거진랙형 시공 (컬러 택1),262900,https://image.hanssem.com/hsimg/gds/1050/857/857493_A1.jpg?v=20240805101533
973906,침대,티오(그로우) 슬라이딩 딥 수납침대용 헤드,90000,https://image.hanssem.com/hsimg/gds/1050/973/973906_A1.jpg?v=20240805101534
993840,책상,조이S 2 보조 책상,339000,https://image.hanssem.com/hsimg/gds/1050/993/993840_A1.jpg?v=20250401140655
857502,책상 수납장,샘 책장 4단 80cm 매거진랙형 시공 (컬러 택1),197900,https://image.hanssem.com/hsimg/gds/1050/857/857502_A1.jpg?v=20240805101533
110968,책상 수납장,샘 책장 2단 120cm 스틸다리형 시공(컬러 택1),129900,https://image.hanssem.com/hsimg/gds/1050/110/110968_A1.jpg?v=20250519105112
1118427,책상 수납장,(소진완료) 샘파레트 책장 5단 120cm 시공(퓨어화이트),139000,https://image.hanssem.com/hsimg/gds/1050/1118/1118427_A1.jpg?v=20250909141810
1077507,책상,티오 파티션 일자책상 세트 (옵션 택1),414170,https://image.hanssem.com/hsimg/gds/1050/1077/1077507_A1.jpg?v=20250903084908
539391,책상 수납장,샘 책장 5단 65cm DIY(컬러 택1),82900,https://image.hanssem.com/hsimg/gds/1050/539/539391_A1.jpg?v=20250121080816
992448,침대,아이디S 멀티수납침대 SS 일반형  (매트 별도),449000,https://image.hanssem.com/hsimg/gds/1050/992/992448_A1.jpg?v=20241209180551
993473,책상,유닛 일반 책상 1600 D70,384000,https://image.hanssem.com/hsimg/gds/1050/993/993473_A1.jpg?v=20250718152102
767710,책상 수납장,샘 와이드 책장 5단 120cm+샘 5단 65cm시공set,212800,https://image.hanssem.com/hsimg/gds/1050/767/767710_A1.jpg?v=20250113113754
993867,"옷장,서랍장",조이S 2 옷장400,187000,https://image.hanssem.com/hsimg/gds/1050/993/993867_A1.jpg?v=20250401140804
1028855,책상 수납장,티오 수납책장 5단 60cm (옵션 택1),231200,https://image.hanssem.com/hsimg/gds/1050/1028/1028855_A1.jpg?v=20241216114347
993689,의자,코티에어 책상의자(컬러 택1),262000,https://image.hanssem.com/hsimg/gds/1050/993/993689_A1.jpg?v=20250123102204
71673,책상 수납장,샘 인서트 ㄷ자선반 DIY  (컬러 택1),20000,https://image.hanssem.com/hsimg/gds/1050/71/71673_A1.jpg?v=20240805101533
37959,책상 수납장,샘 어린이책장 3단 80cm 시공(컬러 택1),92900,https://image.hanssem.com/hsimg/gds/1050/37/37959_A1.jpg?v=20250519105112
927015,"옷장,서랍장",[특가~9/29]1+1 재크플러스 철제 5단 서랍장,99000,https://image.hanssem.com/hsimg/gds/550/927/927015_A1.jpg?v=20250915132053
644539,침대,아임빅 수납침대 SS 무헤드형+노뜨 매트리스,529620,https://image.hanssem.com/hsimg/gds/1050/644/644539_A1.jpg?v=20250630105703
1058205,침대,블랭크 무헤드침대 SS (옵션 택1),260000,https://image.hanssem.com/hsimg/gds/1050/1058/1058205_A1.jpg?v=20241128095803
973933,책상,티오 ㄱ자책상 160cm (컬러 택1),275900,https://image.hanssem.com/hsimg/gds/1050/973/973933_A1.jpg?v=20250903083108
993842,책상 수납장,조이S 2 책장 북홀더(2개입),18000,https://image.hanssem.com/hsimg/gds/1050/993/993842_A1.jpg?v=20240906094416
604593,책상,샘 책상 120cm h형하부서랍 시공(컬러 택1),269900,https://image.hanssem.com/hsimg/gds/1050/604/604593_A1.jpg?v=20250519105112
1043197,책상,티오 데스크매트 80cm,25000,https://image.hanssem.com/hsimg/gds/1050/1043/1043197_A1.jpg?v=20240724140237
973903,침대,티오 그로우 슬라이딩 딥 수납침대 SS+샘키즈 매트 (컬러 택1),751200,https://image.hanssem.com/hsimg/gds/1050/973/973903_A1.jpg?v=20250903135634
1037647,"책상, 책상 수납장",아임빅 와이드 수납책상 1200,337600,https://image.hanssem.com/hsimg/gds/1050/1037/1037647_A1.jpg?v=20250519150628
862986,책상 수납장,샘 책장 3단 120cm 서랍형 시공 (컬러 택1),198900,https://image.hanssem.com/hsimg/gds/1050/862/862986_A1.jpg?v=20250519105112
1077508,책상,티오 하부수납 단독책상 (옵션 택1),168100,https://image.hanssem.com/hsimg/gds/1050/1077/1077508_A1.jpg?v=20250903083002
1117930,의자,비스포크 프로 책상의자 (2종/택1),450000,https://image.hanssem.com/hsimg/gds/1050/1117/1117930_A1.jpg?v=20250926144111
262290,"옷장,서랍장",샘베딩 스테디 옷장 80cm(높이194cm)2단행거형,189900,https://image.hanssem.com/hsimg/gds/1050/262/262290_A1.jpg?v=20250818103748
993139,의자,유로 501 플랫 바체어,169000,https://image.hanssem.com/hsimg/gds/1050/993/993139_A1.jpg?v=20250519105112
973888,침대,티오 벙커침대 SS 옷장 트롤리형+바조명+토퍼,1563000,https://image.hanssem.com/hsimg/gds/550/973/973888_A1.jpg?v=20250221165415
289959,"옷장,서랍장",[특가~9/29]샘베딩 스테디 옷장세트 160cm(높이194cm) 서랍형 10종,453800,https://image.hanssem.com/hsimg/gds/1050/289/289959_A1.jpg?v=20241205134032
857713,책상 수납장,샘 책장 5단 120cm 매거진수납형 시공 (컬러 택1),352900,https://image.hanssem.com/hsimg/gds/1050/857/857713_A1.jpg?v=20240805101533
1028851,책상 수납장,티오 일반책장 5단 60cm (옵션 택1),122180,https://image.hanssem.com/hsimg/gds/1050/1028/1028851_A1.jpg?v=20250903090324
973905,침대,티오(그로우) 슬라이딩 딥 수납침대 헤드용 조명,55000,https://image.hanssem.com/hsimg/gds/1050/973/973905_A1.jpg?v=20240805101534
993444,책상 수납장,유닛 사이드 하부장 700 (D40)서랍장,301000,https://image.hanssem.com/hsimg/gds/1050/993/993444_A1.jpg?v=20250519105112
898602,책상 수납장,샘 어린이책장 2단 200cm 시공(컬러 택1),115900,https://image.hanssem.com/hsimg/gds/1050/898/898602_A1.jpg?v=20250519105112
289954,"옷장,서랍장",샘베딩 스테디 옷장 80cm(높이194cm) 행거서랍형 10종,277900,https://image.hanssem.com/hsimg/gds/1050/289/289954_A1.jpg?v=20250214163950
973778,침대,"티오 벙커침대 SS (토퍼별도, 컬러 택1)",1098000,https://image.hanssem.com/hsimg/gds/1050/973/973778_A1.jpg?v=20250221165414
993232,"옷장,서랍장",플렉스Z 수납화장대 600,380000,https://image.hanssem.com/hsimg/gds/1050/993/993232_A1.jpg?v=20250519105112
1120857,의자,(아울렛)비스포크 핏 책상의자,200000,https://image.hanssem.com/hsimg/gds/550/1120/1120857_A1.jpg?v=20250922151405
539394,책상 수납장,샘 어린이책장 2단 120cm DIY(컬러 택1),85900,https://image.hanssem.com/hsimg/gds/1050/539/539394_A1.jpg?v=20250519105112
973892,침대,티오 벙커침대용 행잉선반+후크,55000,https://image.hanssem.com/hsimg/gds/1050/973/973892_A1.jpg?v=20240805101534
1071018,책상,조이S 2 모션데스크set 시리즈,1389000,https://image.hanssem.com/hsimg/gds/1050/1071/1071018_A1.jpg?v=20250417100949
993691,의자,조앤 책상의자-회전/무회전형(컬러 택1),234000,https://image.hanssem.com/hsimg/gds/1050/993/993691_A1.jpg?v=20240702132826
644540,침대,[특가~9/29]아임빅 수납침대SS 일반헤드형+노뜨 매트리스,512640,https://image.hanssem.com/hsimg/gds/1050/644/644540_A1.jpg?v=20250928122841
993838,책상,조이S 2 단독 책상,218000,https://image.hanssem.com/hsimg/gds/1050/993/993838_A1.jpg?v=20250401140531
992449,침대,아이디S 멀티수납침대 SS 수납형 (매트 별도),619000,https://image.hanssem.com/hsimg/gds/1050/992/992449_A1.jpg?v=20241209180625
539393,책상 수납장,샘 책장 5단 120cm DIY(컬러 택1),99900,https://image.hanssem.com/hsimg/gds/1050/539/539393_A1.jpg?v=20250829164925
857711,책상 수납장,샘 인서트 2단서랍 DIY,32000,https://image.hanssem.com/hsimg/gds/1050/857/857711_A1.jpg?v=20240805101532
992445,"옷장,서랍장",아이디S 짧은장  900,377000,https://image.hanssem.com/hsimg/gds/550/992/992445_A1.jpg?v=20250811090748
1083398,책상,티오 멀티 단독 책상세트+시디즈 링고의자 DIY,708750,https://image.hanssem.com/hsimg/gds/1050/1083/1083398_A1.jpg?v=20250903084804
1112413,의자,데오 책상의자 DIY (2종/택1),149900,https://image.hanssem.com/hsimg/gds/1050/1112/1112413_A1.jpg?v=20250922150202
1072080,의자,노바 책상의자 DIY,135900,https://image.hanssem.com/hsimg/gds/1050/1072/1072080_A1.jpg?v=20250407180425
993836,책상,조이S 2 컴팩트 매직데스크 set,829000,https://image.hanssem.com/hsimg/gds/1050/993/993836_A1.jpg?v=20250919140500
1039293,책상,"티오 단독책상 세트 (플랩도어,조명 포함)",564800,https://image.hanssem.com/hsimg/gds/1050/1039/1039293_A1.jpg?v=20250903083919
539392,책상 수납장,샘 책장 5단 80cm DIY(컬러 택1),85900,https://image.hanssem.com/hsimg/gds/1050/539/539392_A1.jpg?v=20250902142749
992441,책상 수납장,아이디S 6단 수납1단 책장 600,268000,https://image.hanssem.com/hsimg/gds/1050/992/992441_A1.jpg?v=20250806140144
992764,책상 수납장,아이디S 2단 도어 400 (2개입),85000,https://image.hanssem.com/hsimg/gds/1050/992/992764_A1.jpg?v=20250811091218
37963,책상 수납장,샘 책장 5단 80cm 시공(컬러 택1),99900,https://image.hanssem.com/hsimg/gds/1050/37/37963_A1.jpg?v=20250902142543
795512,침대,아임빅 수납침대 SS 조명헤드형+노뜨 매트리스,636020,https://image.hanssem.com/hsimg/gds/1050/795/795512_A1.jpg?v=20250630105703
1077510,책상 수납장,티오 일반책장 6단 40cm (옵션 택1),125560,https://image.hanssem.com/hsimg/gds/1050/1077/1077510_A1.jpg?v=20250714102514
993445,책상 수납장,유닛 사이드 하부책장 700 (D40),168000,https://image.hanssem.com/hsimg/gds/1050/993/993445_A1.jpg?v=20250808112111
973885,침대,티오 벙커침대 SS 옷장형+바조명+토퍼,1493000,https://image.hanssem.com/hsimg/gds/550/973/973885_A1.jpg?v=20250221165415
993460,책상 수납장,유닛 3단도어 600 책장용,73000,https://image.hanssem.com/hsimg/gds/1050/993/993460_A1.jpg?v=20250813135132
973900,침대,티오 슬라이딩 딥 수납침대 SS 무헤드형+가드+노뜨컴포트 매트 (컬러 택1),737000,https://image.hanssem.com/hsimg/gds/1050/973/973900_A1.jpg?v=20250221165415
993847,책상,조이S 2 책상 조명,162000,https://image.hanssem.com/hsimg/gds/1050/993/993847_A1.jpg?v=20250702132613
1071024,책상,조이S 2 단독책상set 시리즈,679000,https://image.hanssem.com/hsimg/gds/1050/1071/1071024_A1.jpg?v=20250401130941
604579,책상,샘 전면책상세트 120cm 일반형 DIY(컬러 택1),254900,https://image.hanssem.com/hsimg/gds/1050/604/604579_A1.jpg?v=20250514103728
1066611,"옷장,서랍장",샘베딩 퓨어 옷장 80cm (높이194cm) 2단 행거형,193500,https://image.hanssem.com/hsimg/gds/1050/1066/1066611_A1.jpg?v=20241205133617
110964,책상 수납장,샘 책장 3단 80cm 수납형 시공 (컬러 택1),146900,https://image.hanssem.com/hsimg/gds/1050/110/110964_A1.jpg?v=20250519105112
604597,책상,샘 전면책상세트 120cm 오픈수납형 시공(컬러 택1),344900,https://image.hanssem.com/hsimg/gds/1050/604/604597_A1.jpg?v=20240805101532
993454,책상 수납장,유닛 1단 도어 350 하부장용,52000,https://image.hanssem.com/hsimg/gds/1050/993/993454_A1.jpg?v=20250813143936
604584,책상,샘 책상 120cm 하부서랍형 시공(컬러 택1),209900,https://image.hanssem.com/hsimg/gds/1050/604/604584_A1.jpg?v=20240930095807
667833,책상,티오 자석보드 60cm,42900,https://image.hanssem.com/hsimg/gds/1050/667/667833_A1.jpg?v=20250519105112
37957,책상 수납장,샘 어린이책장 2단 120cm 시공(컬러 택1),89900,https://image.hanssem.com/hsimg/gds/1050/37/37957_A1.jpg?v=20250519105112
1028856,책상 수납장,티오 수납책장 6단 60cm (옵션 택1),239200,https://image.hanssem.com/hsimg/gds/1050/1028/1028856_A1.jpg?v=20241216114347
992394,책상,뉴ID LED 스터디 조명 블루투스,219000,https://image.hanssem.com/hsimg/gds/1050/992/992394_A1.jpg?v=20250519105112
973874,침대,"티오 벙커침대 SS 옷장형 (토퍼별도, 컬러 택1)",1295000,https://image.hanssem.com/hsimg/gds/1050/973/973874_A1.jpg?v=20250221165414
1072472,의자,뮤 홈리빙의자 DIY,115900,https://image.hanssem.com/hsimg/gds/1050/1072/1072472_A1.jpg?v=20250121080817
423527,책상 수납장,샘 어린이책장 3단 120cm X 2set 시공(컬러 택1),199800,https://image.hanssem.com/hsimg/gds/1050/423/423527_A1.jpg?v=20250519105112
761080,책상 수납장,샘 책장 5단 120cm+80cm 시공 set (컬러 택1),215800,https://image.hanssem.com/hsimg/gds/1050/761/761080_A1.jpg?v=20250902143357
604586,책상,샘 책상 120cm 오픈수납형 시공(컬러 택1),179900,https://image.hanssem.com/hsimg/gds/1050/604/604586_A1.jpg?v=20240805101532
37960,책상 수납장,샘 어린이책장 3단 120cm 시공(컬러 택1),99900,https://image.hanssem.com/hsimg/gds/1050/37/37960_A1.jpg?v=20250519105112
423526,책상 수납장,샘 책장 5단 80cm X 2set 시공(컬러 택1),199800,https://image.hanssem.com/hsimg/gds/1050/423/423526_A1.jpg?v=20250902142906
602509,"책상, 책상 수납장",[특가~9/29]티오 이동서랍장(컬러 택1),125400,https://image.hanssem.com/hsimg/gds/1050/602/602509_A1.jpg?v=20250519105112
973894,침대,티오 벙커침대용 하부 바 조명,80000,https://image.hanssem.com/hsimg/gds/1050/973/973894_A1.jpg?v=20240805101534
857486,책상 수납장,샘 매거진랙 스윙도어 시공,49000,https://image.hanssem.com/hsimg/gds/1050/857/857486_A1.jpg?v=20240805101533
1084431,의자,티오 책상의자 DIY (컬러 택1),155900,https://image.hanssem.com/hsimg/gds/1050/1084/1084431_A1.jpg?v=20250210133622
604587,책상,샘 책상 150cm 일반형 시공(컬러 택1),159900,https://image.hanssem.com/hsimg/gds/1050/604/604587_A1.jpg?v=20250121080816
288046,의자,조앤라이트 책상의자 인조가죽/발받침형(컬러 택1) DIY,219000,https://image.hanssem.com/hsimg/gds/1050/288/288046_A1.jpg?v=20240805101535
1028852,책상 수납장,티오 격자책장 5단 80cm (옵션 택1),169850,https://image.hanssem.com/hsimg/gds/1050/1028/1028852_A1.jpg?v=20250903090243
973896,침대,티오 벙커침대용 하부 타공보드,85000,https://image.hanssem.com/hsimg/gds/1050/973/973896_A1.jpg?v=20240805101534
1023568,의자,라탄체어/스툴,16900,https://image.hanssem.com/hsimg/gds/550/1023/1023568_A1.jpg?v=20250915132052
1028867,책상 수납장,티오 2단도어 70cm (컬러 택1),49400,https://image.hanssem.com/hsimg/gds/1050/1028/1028867_A1.jpg?v=20240805155500
993534,침대,코티 패브릭 침대가드,279000,https://image.hanssem.com/hsimg/gds/550/993/993534_A1.jpg?v=20240904083440
1071031,침대,조이S 2 키즈수납침대 SS,919000,https://image.hanssem.com/hsimg/gds/1050/1071/1071031_A1.jpg?v=20250922182845
1039295,책상,"티오 각도조절책상 세트 (플랩도어,조명 포함)",640690,https://image.hanssem.com/hsimg/gds/1050/1039/1039295_A1.jpg?v=20250903085343
1085902,책상,티오의자 DIY+티오 일자책상 세트,443220,https://image.hanssem.com/hsimg/gds/1050/1085/1085902_A1.jpg?v=20250903083706
1046150,의자,시디즈 T50 의자,359000,https://image.hanssem.com/hsimg/gds/1050/1046/1046150_A1.jpg?v=20250901101831
993471,책상,유닛 일반 책상 1200 D70,309000,https://image.hanssem.com/hsimg/gds/1050/993/993471_A1.jpg?v=20250519105112
774938,책상 수납장,샘 와이드 책장 5단 120cm+샘 5단 120cm시공set,231800,https://image.hanssem.com/hsimg/gds/1050/774/774938_A1.jpg?v=20250902143511
882453,책상,샘 책상 120cm 일반형 시공 (화이트),139900,https://image.hanssem.com/hsimg/gds/1050/882/882453_A1.jpg?v=20240805101532
1059747,"책상 수납장, 옷장,서랍장",마카롱 철제 5단 서랍장(크림화이트),75400,https://image.hanssem.com/hsimg/gds/1050/1059/1059747_A1.jpg?v=20250418150133
992760,책상 수납장,아이디S 플랩 도어 600,50000,https://image.hanssem.com/hsimg/gds/1050/992/992760_A1.jpg?v=20250811085104
604588,책상,샘 책상 150cm 하부서랍형 시공(컬러 택1),229900,https://image.hanssem.com/hsimg/gds/1050/604/604588_A1.jpg?v=20240805101532
993533,침대,코티 패브릭 연결패널,246000,https://image.hanssem.com/hsimg/gds/550/993/993533_A1.jpg?v=20240704074025
993455,책상 수납장,유닛 2단도어 300 책장용,58000,https://image.hanssem.com/hsimg/gds/1050/993/993455_A1.jpg?v=20250813134605
973898,침대,"티오 슬라이딩 딥 수납침대 SS 무헤드형+가드 (매트별도, 컬러 택1)",558000,https://image.hanssem.com/hsimg/gds/1050/973/973898_A1.jpg?v=20250221165415
992439,책상,아이디S 6단 일자책상set 1400,774000,https://image.hanssem.com/hsimg/gds/1050/992/992439_A1.jpg?v=20241209175824
992577,책상 수납장,아이디S 6단 일반 책장 600,195000,https://image.hanssem.com/hsimg/gds/1050/992/992577_A1.jpg?v=20250813144956
736187,책상 수납장,샘 책장 5단 80cm 수납형 X 2set 시공 (컬러 택1),319800,https://image.hanssem.com/hsimg/gds/1050/736/736187_A1.jpg?v=20240805101533
1028868,책상,티오 책상부착용 콘센트,29000,https://image.hanssem.com/hsimg/gds/1050/1028/1028868_A1.jpg?v=20240724143132
1031976,책상,조이S 2 데스크패드 (논슬립),55000,https://image.hanssem.com/hsimg/gds/1050/1031/1031976_A1.jpg?v=20240905165734
68929,책상 수납장,샘 어린이책장 3단 160cm 시공(컬러 택1),125900,https://image.hanssem.com/hsimg/gds/1050/68/68929_A1.jpg?v=20250519105112
992606,책상,아이디S 스마트 조명,124000,https://image.hanssem.com/hsimg/gds/550/992/992606_A1.jpg?v=20250519105112
993843,책상,그랩잇거치대,94000,https://image.hanssem.com/hsimg/gds/1050/993/993843_A1.jpg?v=20250519105112
857503,책상 수납장,샘 책장 3단 80cm 매거진랙형 시공 (컬러 택1),190900,https://image.hanssem.com/hsimg/gds/1050/857/857503_A1.jpg?v=20250519105112
1066285,"옷장,서랍장",[특가~9/29]샘베딩 퓨어 옷장세트 120cm (높이194cm) 서랍형,422730,https://image.hanssem.com/hsimg/gds/1050/1066/1066285_A1.jpg?v=20250717163133
37962,책상 수납장,샘 책장 5단 65cm 시공(컬러택1),96900,https://image.hanssem.com/hsimg/gds/1050/37/37962_A1.jpg?v=20241216114347
1059051,의자,(아울렛) K60 책상의자 다크그레이,457000,https://image.hanssem.com/hsimg/gds/550/1059/1059051_A1.jpg?v=20250908183418
993841,"책상, 책상 수납장",조이S 2 책상장  액세서리,31000,https://image.hanssem.com/hsimg/gds/1050/993/993841_A1.jpg?v=20250519105112
993240,"옷장,서랍장",플렉스Z 수납스툴 370,96000,https://image.hanssem.com/hsimg/gds/550/993/993240_A1.jpg?v=20250519105112
37961,책상 수납장,샘 어린이책장 3단 200cm 시공 (컬러 택1),125900,https://image.hanssem.com/hsimg/gds/1050/37/37961_A1.jpg?v=20250519105112
973871,침대,티오 벙커침대 SS ㄱ자책상형+토퍼,1389610,https://image.hanssem.com/hsimg/gds/1050/973/973871_A1.jpg?v=20250221165414
1077509,책상 수납장,티오 일반책장 5단  40cm (옵션 택1),109600,https://image.hanssem.com/hsimg/gds/1050/1077/1077509_A1.jpg?v=20250121080816
993370,의자,모리스마트 책상의자,395000,https://image.hanssem.com/hsimg/gds/1050/993/993370_A1.jpg?v=20240911111833
882455,책상,샘 책상 120cm 책상서랍형 시공 (화이트),199900,https://image.hanssem.com/hsimg/gds/1050/882/882455_A1.jpg?v=20240805101532
1085903,책상,티오의자 DIY+티오 멀티 일자책상 세트,684250,https://image.hanssem.com/hsimg/gds/1050/1085/1085903_A1.jpg?v=20250903084705
992443,"옷장,서랍장",아이디S 낮은T장  900,409000,https://image.hanssem.com/hsimg/gds/550/992/992443_A1.jpg?v=20250811090356
1071023,책상,조이S 2 매직데스크set 시리즈,949000,https://image.hanssem.com/hsimg/gds/1050/1071/1071023_A1.jpg?v=20250919140128
